Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
114	Ruby Dragon	Crystal Dragon C	150	1937	241	22000	400D10+L6	0	N	Short	Aggress	4	300	60	2	0	Ener	92D93+72	Ener	50	Ener	52D8	Ener	150	"Acid Burst,M,54"	0	"Day of Protection,M,4"	50	30	50	50	50	30	50	50	50	40	0
115	Mist Hawk	Thunderbird A	39	269	218	1911	20D30	1	Y	Long	Normal	4	250	90	0	0	Air	46D47+42	0	0	0	0	0	39	"Lightning Bolt,M,15"	0	0	20	Imm	40	40	40	20	40	20	20	5	0
116	Storm Eagle	Thunderbird B	59	525	222	5000	25D30	1	Y	Med	Aggress	4	260	80	0	0	Air	66D66+32	0	0	0	0	0	59	"Lightning Bolt,M,26"	0	0	20	Imm	40	40	40	20	40	20	20	10	0
117	Thunderbird	Thunderbird C	99	979	230	10000	30D30	1	Y	Short	Suicidal	4	300	70	2	0	Air	112D113+44	0	0	0	0	0	99	"Lightning Bolt,M,38"	0	0	40	Imm	50	50	50	40	40	40	40	20	0
118	Wasp Worker	Wasp Warrior A	15	67	90	375	20%5d7+L1Dagger	0	Y	Long	Aggress	4	300	90	0	0	Phys	15D15+9	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	Wasp Sentry	Wasp Warrior B	18	86	103	504	20%5d9+L1Sword	0	Y	Long	Aggress	4	310	90	0	0	Phys	18D19+2	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	Wasp Warrior	Wasp Warrior C	23	121	116	759	20%5d11+L2Sword	0	Y	Long	Suicidal	4	320	80	0	0	Phys	24D24+4	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	Wyvern 	Wyvern A	19	93	193	551	10D15	1	Y	Free	Normal	4	250	80	d	Poison2	Phys	22D23+16	0	0	0	0	0	19	0	0	0	30	30	10	30	10	10	10	10	10	15	0
122	Horned Wyvern	Wyvern B	28	162	200	1064	10D20	1	Y	Long	Aggress	4	280	70	d	Poison3	Phys	31D32+4	0	0	0	0	0	28	0	0	0	30	30	10	30	10	10	10	10	10	20	0
123	Ancient Wyvern	Wyvern C	37	247	205	1739	10D30	1	Y	Med	Suicidal	4	320	60	d	Dead	Phys	38D39+18	0	0	0	0	0	37	0	0	0	30	30	10	30	10	10	10	10	10	25	0
124	Brass Gorgon	Gorgon A	25	155	205	875	5D20	1	N	Med	Normal	2	200	90	0	Paralyze	Phys	24D24+12	0	0	0	0	0	25	0	0	0	Imm	Imm	30	10	30	10	30	30	30	20	0
125	Bronze Gorgon	Gorgon B	35	266	209	1575	10D20	1	N	Med	Aggress	2	220	90	0	Stone	Phys	33D33+11	0	0	0	0	0	35	0	0	0	Imm	Imm	30	10	30	10	30	30	30	25	0
126	Iron Gorgon	Gorgon C	45	411	212	2475	15D20	1	N	Short	Suicidal	2	240	80	0	Stone	Phys	39D40+36	0	0	0	0	0	45	0	0	0	Imm	Imm	30	10	30	10	30	30	30	30	0
127	Fire Newt	Salamander A	29	171	205	1131	11D20	0	N	Long	Normal	2	250	90	0	0	Fire	38D38+24	0	0	0	0	0	29	"Fire Bolt,M,15"	0	0	Imm	40	20	40	40	20	40	20	20	10	0
128	Fire Lizard	Salamander B	49	387	212	3000	17D20	0	N	Med	Aggress	2	260	80	0	0	Fire	55D56+12	0	0	0	0	0	49	"Fire Bolt,M,28"	0	0	Imm	40	20	40	40	20	40	20	20	15	0
129	Salamander 	Salamander C	69	683	218	6000	21D20	0	N	Short	Suicidal	2	300	70	2	0	Fire	70D70+40	0	0	0	0	0	69	"Fire Bolt,M,50"	0	0	Imm	40	20	40	40	20	40	20	20	20	0
130	Fire Bird	Phoenix A	39	269	212	1911	11D20	0	Y	Long	Normal	4	250	90	0	0	Fire	55D56+36	0	0	0	0	0	39	"Fire Bolt,M,25"	0	0	Imm	40	20	40	40	20	40	20	20	10	0
131	Phoenix	Phoenix B	59	525	218	4071	17D20	0	Y	Med	Aggress	4	260	80	0	0	Fire	76D76+4	0	0	0	0	0	59	"Fire Bolt,M,42"	0	0	Imm	40	20	40	40	20	40	20	20	15	0
132	Grand Phoenix	Phoenix C	79	901	222	7031	21D20	0	Y	Short	Suicidal	4	300	70	2	0	Fire	95D95+43	0	0	0	0	0	79	"Dispel Magic,E,4"	0	"Fire Bolt,M,64"	Imm	40	20	40	40	20	40	20	20	20	0
133	Triton 	Triton A	20	111	205	600	15%10d9+L1Spear	0	N	Long	Normal	2	250	90	0	0	Phys	20D21+16	0	0	0	0	0	20	0	0	0	30	30	Imm	10	30	10	10	10	10	5	0
134	Triton Warrior	Triton B	30	199	209	1200	15%10d13+L2Spear	0	N	Med	Aggress	2	260	80	0	0	Phys	31D32+12	0	0	0	0	0	30	0	0	0	30	30	Imm	10	30	10	10	10	10	10	0
135	Triton Crusader	Triton C	45	341	212	2475	15%10d15+L3Spear	0	N	Short	Suicidal	2	300	70	0	0	Phys	42D42+8	0	0	0	0	0	45	0	0	0	30	30	Imm	10	30	10	10	10	10	15	0
136	Young Dragon Turtle	Dragon Turtle A	60	400	229	4000	25%10D25+L4Sword	0	N	Med	Aggress	2	200	70	0	0	Phys	50D50+40	0	0	0	0	0	60	"Acid Burst,M,19"	0	0	50	50	Imm	30	50	30	50	50	30	10	0
137	Dragon Turtle	Dragon Turtle B	80	800	237	7000	25%10D25+L5Spear	0	N	Short	Suicidal	2	200	70	0	DrainSP	Phys	60D61+40	0	0	0	0	0	80	"Acid Burst,M,26"	0	0	50	50	Imm	30	50	30	50	50	30	20	0
138	Elder Tortoise	Dragon Turtle C	110	1224	241	12000	25%10D25+L5Dagger	0	N	Short	Suicidal	2	200	70	0	DrainSP	Phys	73D73+51	0	0	0	0	0	110	"Acid Burst,M,41"	0	0	50	50	Imm	30	50	30	50	50	30	30	0
139	Rook	Raven Man A	40	280	155	2000	30%10D25+L3Sword	1	Y	Long	Aggress	4	240	90	0	0	Phys	42D42+32	0	0	0	0	0	40	0	0	0	20	Imm	40	40	40	20	20	40	40	10	0
140	Corbie	Raven Man B	50	400	196	3000	40%10D25+L4Sword	1	Y	Long	Aggress	4	260	80	0	0	Phys	48D49+12	0	0	0	0	0	50	0	0	0	20	Imm	40	40	40	20	20	40	40	20	0
141	Raven	Raven Man C	80	868	226	9000	50%10D25+L5Sword	1	Y	Long	Aggress	4	280	70	0	0	Phys	97D98+2	0	0	0	0	0	80	0	0	0	30	Imm	50	55	50	30	30	50	50	30	0
142	Boulder	Malevolent Boulder A	12	50	209	264	25%15D15+L3Ore	0	N	Long	Normal	3	250	90	2	BrkArmor	Phys	16D16+4	0	25	Phys	2D6	Rock	12	"Blades,E,8"	0	0	30	10	30	Imm	30	10	10	10	10	5	"explode,4D5,earth"
143	Boulder	Malevolent Boulder B	20	100	215	800	35%20D20+L4Ore	0	N	Med	Aggress	3	260	80	2	BrkArmor	Phys	20D21	0	25	Phys	4D6	Rock	20	"Blades,M,14"	0	0	30	10	30	Imm	30	10	10	10	10	10	"explode,4D5,earth"
144	Boulder	Malevolent Boulder C	35	227	220	2100	45%25D25+L5Ore	0	N	Short	Suicidal	3	300	70	3	BrkArmor	Phys	33D33+11	0	25	Phys	6D6	Rock	35	"Rock Blast,N,10"	0	0	30	10	30	Imm	30	10	10	10	10	15	"explode,4D5,earth"
145	Plane Guardian	Plane Guardian A	60	400	232	4000	30%200D10+L5	1	N	Med	Suicidal	2	200	70	0	0	Phys	48D49+20	0	0	0	0	0	60	"Paralyze,M,9"	0	0	50	50	30	50	50	30	30	30	50	0	0
146	Plane Protector	Plane Guardian B	90	700	237	7000	30%250D10+L5	1	N	Short	Suicidal	2	200	70	0	0	Phys	62D63+2	0	0	0	0	0	90	"Paralyze,M,9"	0	0	50	50	30	50	50	30	30	30	50	0	0
147	Plane Overlord	Plane Guardian C	120	1080	241	12000	40%300D10+L6	1	N	Short	Suicidal	2	200	70	0	0	Phys	73D73+51	0	0	0	0	0	120	"Paralyze,M,9"	0	"Dispel Magic,E,4"	50	50	30	50	50	30	30	30	50	0	0
148	Crystal Walker	Crystal Walker A	80	540	232	6000	30%200D10+L5	0	N	Short	Suicidal	3	280	90	0	Paralyze	Air	79D80+20	0	35	Air	120D4	Air	80	0	0	0	50	30	50	50	50	30	50	30	30	0	0
149	Crystal Sentry	Crystal Walker B	110	880	237	8000	30%250D10+L5	0	N	Short	Suicidal	3	280	80	0	Paralyze	Air	98D99+78	0	45	Air	190D4	Air	110	0	0	0	50	30	50	50	50	30	50	30	30	0	0
150	Crystal Guardian	Crystal Walker C	140	1300	241	12000	30%300D10+L6	0	N	Short	Suicidal	3	330	70	0	Paralyze	Air	116D116+84	0	55	Air	270D4	Air	140	"Dispel Magic,E,4"	0	"Implosion,GM,61"	50	30	50	50	50	30	50	30	30	0	0
151	Fear	Nightmare A	50	400	229	4000	25%8D30+L3Ring	1	N	Med	Aggress	3	200	70	2	Afraid	Phys	46D46+16	0	0	0	0	0	50	"Pain Reflection,M,7"	0	0	10	30	30	30	30	10	10	10	10	Imm	0
152	Terror	Nightmare B	80	700	237	7000	25%8D30+L4Ring	1	N	Short	Suicidal	3	200	70	2	Insane	Phys	59D59+43	0	0	0	0	0	80	"Pain Reflection,M,10"	0	0	10	30	30	30	30	10	10	10	10	Imm	0
153	Nightmare	Nightmare C	110	1080	241	11000	25%8D30+L5Ring	1	N	Short	Suicidal	3	200	70	3	Insane	Phys	71D71+67	0	0	0	0	0	110	"Pain Reflection,M,13"	0	0	10	30	30	30	30	10	10	10	10	Imm	0
154	Ether Knight	Ether Knight A	40	280	220	2000	30%10d25+L5Chain	1	N	Med	Normal	2	220	70	0	0	Phys	64D64+4	0	20	Air	18D10	Air	40	0	0	0	40	40	40	20	40	20	40	40	40	0	0
155	Ether Champion	Ether Knight B	60	510	224	3944	30%10d25+L5Plate	1	N	Med	Aggress	2	240	70	0	DrainSP	Phys	81D81+19	0	40	Water	30D10	Water	60	0	0	0	40	40	40	20	40	20	40	40	40	0	0
156	Ether Lord	Ether Knight C	75	717	228	5751	30%10d25+L5Sword	1	N	Short	Aggress	2	280	70	0	DrainSP	Phys	98D98+96	0	60	Fire	45D10	Fire	75	0	0	0	40	40	40	20	40	20	40	40	40	0	0
157	Charger	Juggernaut A	45	337	209	2475	20%5D50+L1Ore	0	N	Long	Normal	2	250	80	0	BrkWeapon	Phys	41D42+18	0	0	0	0	0	45	0	0	0	40	20	40	Imm	40	20	20	20	20	36	0
158	Juggernaut	Juggernaut B	60	540	218	4200	30%10D50+L3Ore	0	N	Med	Aggress	2	260	70	0	BrkArmor	Phys	51D52+8	0	0	0	0	0	60	0	0	0	40	20	40	Imm	40	20	20	20	20	36	0
159	Demolisher	Juggernaut C	85	977	229	8075	40%15D50+L6Ore	0	N	Short	Suicidal	2	300	60	0	BrkArmorx2	Phys	63D64+28	0	0	0	0	0	85	"Day of Protection,M,4"	0	0	40	20	40	Imm	40	20	20	20	20	36	0
160	Smoke Gog	Gog A	10	40	38	200	5d15	1	N	Short	Normal	3	265	90	0	0	Fire	11D12+4	Fire	0	0	0	0	20	"Fire Bolt,E,7"	0	0	15	0	0	0	0	0	0	0	0	0	"explode,2D5,fire"
161	Ember Gog	Gog B	13	55	90	299	8d15	1	N	Short	Normal	3	285	85	0	0	Fire	14D15+12	Fire	0	0	0	0	33	"Fire Bolt,E,9"	0	0	25	0	0	0	0	0	0	0	0	0	"explode,3D5,fire"
162	Fire Gog	Gog C	19	93	142	551	11d15	1	N	Short	Aggress	3	300	80	0	0	Fire	19D20+14	Fire	0	0	0	0	49	"Fireball,E,5"	0	0	30	0	0	0	0	0	0	0	0	0	"explode,4D5,fire"
163	Skeletal Dragon	Bone Dragon A	35	200	218	1400	35%10D20+L2Amulet	0	Y	Short	Aggress	4	140	95	0	Afraid	Dark	36D36+28	Dark	0	0	0	0	35	0	0	0	20	40	40	40	Imm	20	20	20	Imm	5	0
164	Bone Dragon	Bone Dragon B	50	351	222	2800	25%15D20+L3Amulet	0	Y	Short	Aggress	4	160	95	0	Curse	Dark	46D47+2	Dark	0	0	0	0	50	"Pain Reflection,M,7"	0	0	20	40	40	40	Imm	20	20	20	Imm	10	0
165	Undead Dragon	Bone Dragon C	70	588	226	5000	15%18D20+L4Amulet	0	Y	Short	Suicidal	4	180	95	0	Insane	Dark	57D57+51	Dark	0	0	0	0	70	"Pain Reflection,M,7"	0	0	20	40	40	40	Imm	20	20	20	Imm	15	0
166	Human Peasant	Bedraggled Human (peasant) A	1	3	0	11	1	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	Human Peasant	Bedraggled Human (peasant) B	2	6	25	24	1	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	Human Peasant	Bedraggled Human (peasant) C	3	9	38	39	1	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	Naga 	Naga A	30	180	193	1000	5%5D20+L1Sword	0	N	Short	Normal	2	185	70	o	Poison1x2	Phys	25D26+18	0	20	Water	6D6	0	30	"Blades,N,6"	0	0	30	10	30	30	10	10	10	10	10	5	0
170	Naga Warrior	Naga B	45	355	204	2000	10%7D20+L2Sword	0	N	Short	Aggress	2	210	70	o	Poison1x3	Phys	36D37+8	0	20	Water	9D6	0	45	"Blades,N,9"	0	0	30	10	30	30	10	10	10	10	10	10	0
171	Naga Queen	Naga C	60	540	218	3000	15%10D20+L3Sword	0	N	Short	Suicidal	2	235	50	o	Poison2x4	Phys	44D45+8	0	20	Water	12D6	0	60	"Blades,N,12"	0	0	30	10	30	30	10	10	10	10	10	15	0
172	Skeleton Bowman	Skeletons Archer A	11	45	142	231	5%5D20+L1Bow	0	N	Short	Normal	3	140	90	0	0	Phys	11D11+1	Arrow	10	Fire	4D6+2	FireAr	11	0	0	0	0	0	0	0	Imm	0	0	0	30	0	0
173	Skeleton Hunter	Skeletons Archer B	13	55	168	299	10%7D20+L2Bow	0	N	Short	Aggress	3	150	90	0	0	Phys	14D14+2	Arrow	10	Fire	6D6+3	FireAr	13	0	0	0	0	0	0	0	Imm	0	0	0	33	0	0
174	Skeleton Archer 	Skeletons Archer C	17	79	194	459	15%10D20+L3Bow	0	N	Short	Aggress	3	160	80	0	0	Phys	16D16+6	Arrow	15	Fire	6D7+3	FireAr	17	0	0	0	0	0	0	0	Imm	0	0	0	36	0	0
175	Dark Dwarf Grunt	Dark Dwarf A	17	79	116	459	20%15D8+L1Gem	1	N	Med	Aggress	2	240	90	0	0	Phys	16D16+14	0	0	0	0	0	17	0	0	0	10	10	10	Imm	10	0	10	0	0	10	0
176	Dark Dwarf Pounder	Dark Dwarf B	24	129	142	816	20%15D10+L2Gem	1	N	Med	Aggress	2	260	80	0	0	Phys	22D22+16	0	0	0	0	0	24	0	0	0	15	15	15	Imm	15	0	15	0	0	15	0
177	Dark Dwarf Berserker	Dark Dwarf C	31	189	168	1271	40%15D16+L3Gem	1	N	Med	Aggress	2	280	70	0	0	Phys	29D29+19	0	0	0	0	0	31	0	0	0	20	20	20	Imm	20	0	20	0	0	20	0
178	Fish	School of Fish (non-combatant) A	1	3	0	11	0	0	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	Fish	School of Fish (non-combatant) B	1	3	0	11	0	0	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	Fish	School of Fish (non-combatant) C	1	3	0	11	0	0	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	Pirate	Wimpy Pirate Warrior Male A	5	20	10	150	5D2	1	N	Long	Normal	2	155	90	0	0	Phys	8D10	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	Buccaneer	Wimpy Pirate Warrior Male B	6	35	20	250	7D2	1	N	Long	Aggress	2	175	80	0	0	Phys	9D10+6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	Corsair	Wimpy Pirate Warrior Male C	7	50	30	350	60%10D2+L1Sword	1	N	Free	Suicidal	2	195	70	0	0	Phys	10D11+2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	Regnan Crossbowman	Wimpy Pirate Crossbowman (Female) A	8	19	15	200	5D2	1	N	Long	Normal	3	110	100	0	0	Phys	8D10	0	20	Phys	2D3	Arrow	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	Regnan Arbalester	Wimpy Pirate Crossbowman (Female) B	9	26	30	300	7D2	1	N	Long	Aggress	3	130	100	0	0	Phys	9D9+7	0	30	Phys	2D3+1	Arrow	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	Regnan Lieutenant	Wimpy Pirate Crossbowman (Female) C	10	39	45	400	60%10D2+L1Bow	1	N	Free	Suicidal	3	160	90	0	0	Phys	9D10+6	0	40	Phys	2D3+4	Arrow	10	0	0	0	5	5	5	5	5	5	5	0	0	0	0
187	Pirate Seer	Wimpy Pirate Mage Male A	15	41	193	600	5D2	1	N	Long	Aggress	3	110	90	0	0	Phys	14D15+8	0	0	0	0	0	15	"Fire Bolt,E,12"	0	0	0	0	0	0	0	0	0	0	0	0	0
188	Pirate Magi	Wimpy Pirate Mage Male B	19	69	198	800	7D2	1	N	Long	Aggress	3	130	80	0	0	Phys	17D17+9	0	0	0	0	0	19	"Lightning Bolt,E,12"	0	0	0	0	0	0	0	0	0	0	0	0	0
189	Pirate Wizard	Wimpy Pirate Mage Male C	26	97	204	1150	50%10D2+L1Scroll	1	N	Long	Aggress	3	150	70	0	0	Phys	24D24+12	0	0	0	0	0	26	"Poison Spray,E,12"	0	0	5	5	5	5	5	5	5	0	0	0	0
190	Hatchling	Wimpy Dragon A	15	67	212	375	4D8	0	Y	Med	Aggress	4	180	70	k	0	Water	38D39+8	Water	0	0	0	0	15	0	0	0	30	30	30	10	30	10	30	10	10	10	0
191	Dragonette	Wimpy Dragon B	35	227	218	1575	4D12	0	Y	Med	Aggress	4	160	70	k	0	Water	61D61+19	Water	0	0	0	0	35	0	0	0	30	30	30	10	30	10	30	10	10	15	0
192	Young Dragon	Wimpy Dragon C	60	540	222	4200	4D20	0	Y	Short	Aggress	4	140	70	k	0	Water	88D88+36	Water	0	0	0	0	60	0	0	0	30	30	30	10	30	10	30	10	10	20	0
193	Soldier of Fortune	Human Mercenary A	10	40	90	200	5d6	1	N	Long	Aggress	2	265	90	0	0	Phys	15D15+7	0	0	0	0	0	10	0	0	0	5	5	5	5	5	5	5	0	0	0	0
194	Mercenary	Human Mercenary B	17	79	155	459	15%5d6+L2Sword	1	N	Med	Aggress	2	285	80	0	0	Phys	18D18+10	0	0	0	0	0	17	0	0	0	10	10	10	10	10	10	10	0	0	0	0
195	Mercenary Captain	Human Mercenary C	24	129	196	816	25%5d6+L3Sword	1	N	Short	Aggress	2	300	70	0	0	Phys	23D24+4	0	0	0	0	0	24	0	0	0	15	15	15	15	15	15	15	0	0	0	0
196	Chaos Guardian	Wimpy Plane Guardian A	60	400	229	4000	30%200D10+L5	0	N	Med	Suicidal	2	200	70	0	0	Phys	77D78+14	0	0	0	0	0	60	"Paralyze,M,9"	0	0	50	50	30	50	50	30	50	30	50	0	0
197	Chaos Protector	Wimpy Plane Guardian B	80	700	235	7000	30%250D10+L5	0	N	Short	Suicidal	2	200	70	0	0	Phys	92D92+36	0	0	0	0	0	80	"Paralyze,M,9"	0	0	50	50	30	50	50	30	50	30	50	0	0
198	Chaos Overlord	Wimpy Plane Guardian C	120	1080	241	12000	30%300D10+L6	0	N	Short	Suicidal	2	200	70	0	0	Phys	108D109+8	0	0	0	0	0	120	"Paralyze,M,9"	0	"Dispel Magic,E,4"	50	50	30	50	50	30	50	30	50	0	0
199	Angel	Angel A	30	180	215	1500	5%50D20+L4Sword	1	Y	Free	Aggress	3	250	60	0	0	Phys	28D28+4	0	0	0	0	0	30	"Light Bolt,M,12"	0	"Dispel Magic,M,8"	30	30	30	30	30	30	30	Imm	20	20	0
200	Angel Lord	Angel B	50	400	220	4000	10%75D20+L5Sword	1	Y	Free	Aggress	3	275	50	0	0	Phys	41D42+10	0	0	0	0	0	50	"Light Bolt,M,18"	0	"Day of Protection,M,12"	30	30	30	30	30	30	30	Imm	20	20	0
201	Archangel	Angel C	70	700	226	7000	15%100D20+L6Sword	1	Y	Free	Suicidal	3	300	40	2	0	Phys	51D52+8	0	0	0	0	0	70	"Light Bolt,G,22"	0	"Hour of Power,G,16"	30	30	30	30	30	30	30	Imm	20	20	0
202	Archer	Archer A	9	35	142	171	5%3D20+L1Bow	1	N	Short	Normal	4	140	90	AR	0	Phys	10D11+2	Arrow	10	Fire	5D6+2	FireAr	9	0	0	"Shield,N,4"	5	5	5	5	10	10	10	0	0	5	0
203	Bowman	Archer B	19	93	168	551	5%6D20+L2Bow	1	N	Short	Aggress	4	150	90	AR	0	Phys	16D16+2	Arrow	10	Fire	7D6+3	FireAr	19	"Lightning Bolt,E,11"	0	"Shield,E,8"	10	10	10	10	15	10	15	0	0	10	0
204	Elite Archer	Archer C	29	171	198	1131	10%10D20+L3Bow	1	N	Short	Aggress	4	160	80	AR	0	Phys	25D26+2	Arrow	15	Fire	8D7+3	FireAr	29	"Lightning Bolt,M,17"	0	"Shield,M,12"	15	15	15	15	20	10	20	0	0	15	0
205	Giant Bat	Bat A	2	9	5	100	0	1	Y	Free	Normal	3	280	50	0	Disease1	Phys	4D6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	Vampire Bat	Bat B	3	13	10	200	5%L1Ring	1	Y	Free	Normal	3	300	50	0	Disease1	Phys	6D6+4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	Inferno Bat	Bat C	4	18	15	300	5%L2Ring	1	Y	Free	Aggress	3	320	50	0	Disease2	Phys	8D8	0	15	Fire	3D2	Fire	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	Young Behemoth	Behemoth A	60	337	215	2800	50D10	1	N	Long	Normal	2	250	80	2	BrkArmor	Phys	49D49+19	0	0	0	0	0	60	0	0	0	30	50	50	50	50	30	50	30	30	20	0
209	Behemoth	Behemoth B	80	611	226	5000	100D10	1	N	Med	Aggress	2	260	70	2	BrkArmor	Phys	61D62+14	0	0	0	0	0	80	0	0	0	30	50	50	50	50	30	50	30	30	25	0
210	Ancient Behemoth	Behemoth C	100	1112	239	10000	200D10	1	N	Short	Suicidal	2	300	60	3	BrkArmor	Phys	72D73+44	0	0	0	0	0	100	0	0	0	30	50	50	50	50	30	50	30	30	30	0
211	Floating Eye	Beholder A	30	180	196	1500	10%10D10+L4Ring	1	Y	Med	Aggress	3	140	70	S	Asleep	Water	41D41+19	Water	0	0	0	0	30	"Dispel Magic,E,4"	0	0	40	40	Imm	20	40	20	20	20	20	30	0
212	Gazer	Beholder B	40	280	205	2500	20%15D10+L5Ring	1	Y	Med	Aggress	3	160	60	SD	Afraid	Fire	52D52+20	Fire	0	0	0	0	40	"Dispel Magic,E,4"	0	0	Imm	40	20	40	40	20	20	20	20	33	0
213	Evil Eye	Beholder C	50	400	212	4000	30%20D10+L6Ring	1	Y	Short	Aggress	3	180	50	0	Insane	Air	66D66+64	Air	0	0	0	0	50	"Dispel Magic,E,4"	0	0	20	Imm	40	40	40	20	20	20	20	36	"shot,x3"
214	Acolyte of the Moon	Cleric Moon A	25	137	198	300	5%5D10+L2Mace	1	N	Med	Normal	2	160	90	CP	0	Phys	23D24+4	Air	0	0	0	0	25	"Toxic Cloud,N,4"	0	0	10	10	10	10	10	10	10	0	Imm	10	0
215	Cleric of the Moon	Cleric Moon B	35	227	208	700	5%10D10+L3Mace	1	N	Med	Normal	2	180	90	CP	0	Phys	33D33+27	Air	0	0	0	0	35	"Toxic Cloud,E,7"	0	"Bless,E,7"	15	15	15	15	15	15	15	0	Imm	15	0
216	Priest of the Moon	Cleric Moon C	45	334	218	1300	10%20D10+L4Mace	1	N	Med	Aggress	2	200	80	CP	0	Phys	36D37+24	Dark	0	0	0	0	45	"Shrapmetal,M,10"	0	"Power Cure,G,10"	20	20	20	20	20	20	20	0	Imm	20	0
217	Acolyte of the Sun	Cleric Sun A	25	137	198	300	5%5D10+L2Cape	1	N	Med	Normal	2	160	90	CP	0	Phys	23D24+4	Fire	0	0	0	0	25	"Light Bolt,N,6"	0	0	10	10	10	10	10	10	10	0	Imm	10	0
218	Cleric of the Sun	Cleric Sun B	35	227	208	700	5%10D10+L3Cape	1	N	Med	Normal	2	180	90	CP	0	Phys	33D33+27	Fire	0	0	0	0	35	"Mind Blast,E,23"	0	"Bless,E,7"	15	15	15	15	15	15	15	0	Imm	15	0
219	Priest of the Sun	Cleric Sun C	45	334	218	1300	10%20D10+L4Cape	1	N	Med	Aggress	2	200	80	CP	0	Phys	36D37+24	Light	0	0	0	0	45	"Light Bolt,N,15"	0	"Power Cure,G,10"	20	20	20	20	20	20	20	0	Imm	20	0
220	Devil Worker	Devil A	30	180	201	1200	0	1	N	Med	Suicidal	2	200	60	0	Disease2	Phys	30D31+18	Fire	0	0	0	0	30	"Fireball,E,12"	0	0	Imm	40	20	40	40	20	20	20	40	20	0
221	Devil Warrior	Devil B	50	400	209	3000	0	1	N	Med	Aggress	2	250	50	0	Disease3	Phys	43D44	Fire	0	0	0	0	50	"Fireball,E,20"	0	"Meteor Shower,M,21"	Imm	40	20	40	40	20	20	20	40	30	0
222	Devil Captain	Devil C	70	700	215	5600	0	1	N	Short	Aggress	2	300	40	0	DrainSP	Phys	53D53+27	Fire	0	0	0	0	70	"Incinerate,M,56"	0	"Meteor Shower,M,29"	Imm	40	20	40	40	20	20	20	40	33	0
223	Green Dragon	ADragon A	90	880	232	8000	250D10+L6	1	Y	Long	Aggress	4	240	70	2	0	Air	88D89+60	Air	0	0	0	0	90	"Lightning Bolt,M,29"	0	0	30	Imm	50	50	30	30	Imm	30	50	50	0
224	Blue Dragon	ADragon B	120	1113	237	11000	300D10+L6	1	Y	Med	Aggress	4	260	65	3	DrainSP	Water	103D103+19	Water	0	0	0	0	120	"Acid Burst,M,42"	0	0	50	50	Imm	30	30	30	Imm	30	50	50	0
225	Red Dragon	ADragon C	150	1511	241	15000	400D10+L6	1	Y	Short	Aggress	4	300	60	4	BrkArmor	Fire	124D125+40	Fire	0	0	0	0	150	"Dispel Magic,E,4"	0	"Fireball,M,28"	Imm	50	30	50	30	30	Imm	30	50	70	0
226	Dragonfly	Dragonfly A	2	5	0	100	3D6	1	Y	Free	Normal	3	300	50	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0
227	Fire Dragonfly	Dragonfly B	3	7	5	150	7D6	1	Y	Free	Normal	3	350	50	0	0	Phys	7D8	0	0	0	0	0	3	"Fire Bolt,N,2"	0	0	20	0	0	0	0	0	0	0	0	0	0
